AUID_ATTNS,Waterbody Type,Use,Use_Category,overallStatus,Name_AU,Shape_4_Summary,AU_Shape_Unit
AK_R_2030207_012,Freshwater,WATER RECREATION,3,Not Assessed,McHugh Creek,5.34599983209,miles
AK_R_2030207_012,Freshwater,WATER SUPPLY,3,Not Assessed,McHugh Creek,5.34599983209,miles
AK_R_2030207_018,Freshwater,WATER RECREATION,3,Not Assessed,Rainbow Creek,2.95074428754,miles
AK_R_2030207_018,Freshwater,WATER SUPPLY,3,Not Assessed,Rainbow Creek,2.95074428754,miles
AK_R_2030214_007,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",5,Not Supporting,Kenai River,15.5388185497,miles
AK_R_2030214_007,Freshwater,WATER RECREATION,5,Not Supporting,Kenai River,15.5388185497,miles
AK_R_2030214_007,Freshwater,WATER RECREATION,2,Fully Supporting,Kenai River,15.5388185497,miles
AK_R_2030214_007,Freshwater,WATER SUPPLY,2,Fully Supporting,Kenai River,15.5388185497,miles
AK_R_2030214_007,Freshwater,WATER SUPPLY,5,Not Supporting,Kenai River,15.5388185497,miles
AK_R_2030214_007,Freshwater streams and rivers,WATER SUPPLY,5,Not Supporting,Kenai River,15.5388185497,miles
AK_R_2030218_002_001,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",5,Not Supporting,Kenai River,19.2666300518,miles
AK_R_2030218_002_001,Freshwater,WATER RECREATION,5,Not Supporting,Kenai River,19.2666300518,miles
AK_R_2030218_002_001,Freshwater,WATER SUPPLY,5,Not Supporting,Kenai River,19.2666300518,miles
AK_R_2030218_002_001,Freshwater streams and rivers,WATER SUPPLY,5,Not Supporting,Kenai River,19.2666300518,miles
AK_R_2030218_002_002,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",5,Not Supporting,Kenai River,31.3108586942,miles
AK_R_2030218_002_002,Freshwater,WATER RECREATION,5,Not Supporting,Kenai River,31.3108586942,miles
AK_R_2030218_002_002,Freshwater,WATER SUPPLY,2,Fully Supporting,Kenai River,31.3108586942,miles
AK_R_2030218_002_002,Freshwater,WATER SUPPLY,5,Not Supporting,Kenai River,31.3108586942,miles
AK_R_2030218_002_002,Freshwater streams and rivers,WATER SUPPLY,5,Not Supporting,Kenai River,31.3108586942,miles
AK_R_2030218_006,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",3,Not Assessed,Slikok Creek,9.05920722266,miles
AK_R_2030218_006,Freshwater,WATER RECREATION,3,Not Assessed,Slikok Creek,9.05920722266,miles
AK_R_2030218_006,Freshwater,WATER SUPPLY,3,Not Assessed,Slikok Creek,9.05920722266,miles
AK_R_2030218_006,Freshwater streams and rivers,WATER SUPPLY,3,Not Assessed,Slikok Creek,9.05920722266,miles
AK_R_2030218_007,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",5,Not Supporting,Soldotna Creek,13.4536113474,miles
AK_R_2030218_007,Freshwater,WATER RECREATION,2,Fully Supporting,Soldotna Creek,13.4536113474,miles
AK_R_2030218_007,Freshwater,WATER RECREATION,5,Not Supporting,Soldotna Creek,13.4536113474,miles
AK_R_2030218_007,Freshwater,WATER SUPPLY,2,Fully Supporting,Soldotna Creek,13.4536113474,miles
AK_R_2030218_007,Freshwater,WATER SUPPLY,5,Not Supporting,Soldotna Creek,13.4536113474,miles
AK_R_2030218_007,Freshwater streams and rivers,WATER SUPPLY,5,Not Supporting,Soldotna Creek,13.4536113474,miles
AK_R_2040102_002,Freshwater,WATER RECREATION,2,Fully Supporting,Peters Creek,24.1544409109,miles
AK_R_2040102_002,Freshwater,WATER RECREATION,3,Not Assessed,Peters Creek,24.1544409109,miles
AK_R_2040102_002,Freshwater,WATER SUPPLY,2,Fully Supporting,Peters Creek,24.1544409109,miles
AK_R_2040103_003_004,Freshwater,WATER RECREATION,2,Fully Supporting,Eagle River,5.99233230253,miles
AK_R_2040103_003_004,Freshwater,WATER RECREATION,5,Not Supporting,Eagle River,5.99233230253,miles
AK_R_2040103_003_004,Freshwater,WATER SUPPLY,5,Not Supporting,Eagle River,5.99233230253,miles
AK_R_2040104_002_001,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",2,Fully Supporting,Ship Creek,8.96726238054,miles
AK_R_2040104_002_001,Freshwater,WATER RECREATION,5,Not Supporting,Ship Creek,8.96726238054,miles
AK_R_2040104_002_001,Freshwater,WATER SUPPLY,5,Not Supporting,Ship Creek,8.96726238054,miles
AK_R_2040104_002_001,Freshwater streams and rivers,WATER SUPPLY,5,Not Supporting,Ship Creek,8.96726238054,miles
AK_R_2040104_002_002,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",2,Fully Supporting,Ship Creek,20.4496346394,miles
AK_R_2040104_002_002,Freshwater,WATER RECREATION,2,Fully Supporting,Ship Creek,20.4496346394,miles
AK_R_2040104_002_002,Freshwater,WATER SUPPLY,2,Fully Supporting,Ship Creek,20.4496346394,miles
AK_R_2040104_002_002,Freshwater streams and rivers,WATER SUPPLY,2,Fully Supporting,Ship Creek,20.4496346394,miles
AK_R_2040106_001,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",5,Not Supporting,Campbell Creek,8.67296328506,miles
AK_R_2040106_001,Freshwater,WATER RECREATION,5,Not Supporting,Campbell Creek,8.67296328506,miles
AK_R_2040106_001,Freshwater,WATER RECREATION,2,Fully Supporting,Campbell Creek,8.67296328506,miles
AK_R_2040106_001,Freshwater,WATER SUPPLY,2,Fully Supporting,Campbell Creek,8.67296328506,miles
AK_R_2040106_001,Freshwater,WATER SUPPLY,5,Not Supporting,Campbell Creek,8.67296328506,miles
AK_R_2040106_001,Freshwater streams and rivers,WATER SUPPLY,5,Not Supporting,Campbell Creek,8.67296328506,miles
AK_R_2040106_004,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",2,Fully Supporting,Little Campbell Creek,9.1514224559,miles
AK_R_2040106_004,Freshwater,WATER RECREATION,5,Not Supporting,Little Campbell Creek,9.1514224559,miles
AK_R_2040106_004,Freshwater,WATER SUPPLY,5,Not Supporting,Little Campbell Creek,9.1514224559,miles
AK_R_2040106_004,Freshwater streams and rivers,WATER SUPPLY,5,Not Supporting,Little Campbell Creek,9.1514224559,miles
AK_R_2040106_005,Freshwater,WATER RECREATION,3,Not Assessed,Craig Creek,4.00799489018,miles
AK_R_2040106_005,Freshwater,WATER SUPPLY,3,Not Assessed,Craig Creek,4.00799489018,miles
AK_R_2040107_002,Freshwater,WATER RECREATION,5,Not Supporting,Furrow Creek,4.5777343242,miles
AK_R_2040107_002,Freshwater,WATER SUPPLY,5,Not Supporting,Furrow Creek,4.5777343242,miles
AK_R_2040107_003_001,Freshwater,WATER RECREATION,5,Not Supporting,Little Rabbit Creek,5.18290726232,miles
AK_R_2040107_003_001,Freshwater,WATER SUPPLY,5,Not Supporting,Little Rabbit Creek,5.18290726232,miles
AK_R_2040107_004,Freshwater,WATER RECREATION,3,Not Assessed,Potter Creek,4.36339921686,miles
AK_R_2040107_004,Freshwater,WATER SUPPLY,3,Not Assessed,Potter Creek,4.36339921686,miles
AK_R_2040107_005,Freshwater,WATER RECREATION,2,Fully Supporting,Rabbit Creek,12.6994496877,miles
AK_R_2040107_005,Freshwater,WATER RECREATION,3,Not Assessed,Rabbit Creek,12.6994496877,miles
AK_R_2040107_005,Freshwater,WATER SUPPLY,3,Not Assessed,Rabbit Creek,12.6994496877,miles
AK_R_2040107_007,Freshwater,WATER RECREATION,2,Fully Supporting,Little Survival Creek,2.69750923374,miles
AK_R_2040107_007,Freshwater,WATER SUPPLY,2,Fully Supporting,Little Survival Creek,2.69750923374,miles
AK_R_2040107_007,Freshwater,WATER SUPPLY,5,Not Supporting,Little Survival Creek,2.69750923374,miles
AK_R_2040108_003,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",5,Not Supporting,Chester Creek,9.71181468524,miles
AK_R_2040108_003,Freshwater,WATER RECREATION,5,Not Supporting,Chester Creek,9.71181468524,miles
AK_R_2040108_003,Freshwater,WATER SUPPLY,5,Not Supporting,Chester Creek,9.71181468524,miles
AK_R_2040108_003,Freshwater streams and rivers,WATER SUPPLY,5,Not Supporting,Chester Creek,9.71181468524,miles
AK_R_2040108_009,Freshwater,WATER RECREATION,5,Not Supporting,Fish Creek,7.0882808883,miles
AK_R_2040108_009,Freshwater,WATER SUPPLY,5,Not Supporting,Fish Creek,7.0882808883,miles
AK_R_2040108_022,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",5,Not Supporting,Wasilla Creek,23.6471704566,miles
AK_R_2040108_022,Freshwater,WATER RECREATION,5,Not Supporting,Wasilla Creek,23.6471704566,miles
AK_R_2040108_022,Freshwater,WATER RECREATION,2,Fully Supporting,Wasilla Creek,23.6471704566,miles
AK_R_2040108_022,Freshwater,WATER SUPPLY,2,Fully Supporting,Wasilla Creek,23.6471704566,miles
AK_R_2040108_022,Freshwater,WATER SUPPLY,5,Not Supporting,Wasilla Creek,23.6471704566,miles
AK_R_2040108_022,Freshwater streams and rivers,WATER SUPPLY,5,Not Supporting,Wasilla Creek,23.6471704566,miles
AK_R_2050512_016_003,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",5,Not Supporting,Little Susitna River,3.43022028833,miles
AK_R_2050512_016_003,Freshwater,WATER RECREATION,5,Not Supporting,Little Susitna River,3.43022028833,miles
AK_R_2050512_016_003,Freshwater,WATER SUPPLY,5,Not Supporting,Little Susitna River,3.43022028833,miles
AK_R_2050512_016_003,Freshwater,WATER SUPPLY,3,Not Assessed,Little Susitna River,3.43022028833,miles
AK_R_2050512_016_005,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",5,Not Supporting,Little Susitna River,9.95903689872,miles
AK_R_2050512_016_005,Freshwater,WATER RECREATION,5,Not Supporting,Little Susitna River,9.95903689872,miles
AK_R_2050512_016_005,Freshwater,WATER SUPPLY,2,Fully Supporting,Little Susitna River,9.95903689872,miles
AK_R_2050512_016_005,Freshwater,WATER SUPPLY,5,Not Supporting,Little Susitna River,9.95903689872,miles
AK_R_2050512_016_005,Freshwater streams and rivers,WATER SUPPLY,5,Not Supporting,Little Susitna River,9.95903689872,miles
AK_R_2050512_016_009,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",2,Fully Supporting,Little Susitna River,9.95623383347,miles
AK_R_2050512_016_009,Freshwater,WATER RECREATION,2,Fully Supporting,Little Susitna River,9.95623383347,miles
AK_R_2050512_016_009,Freshwater,WATER SUPPLY,2,Fully Supporting,Little Susitna River,9.95623383347,miles
AK_R_2050512_016_009,Freshwater streams and rivers,WATER SUPPLY,2,Fully Supporting,Little Susitna River,9.95623383347,miles
AK_R_3020311_001_002,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",3,Not Assessed,Egegik River,29.9379850404,miles
AK_R_3020311_001_002,Freshwater,WATER RECREATION,3,Not Assessed,Egegik River,29.9379850404,miles
AK_R_3020311_001_002,Freshwater,WATER SUPPLY,3,Not Assessed,Egegik River,29.9379850404,miles
AK_R_3020311_001_002,Freshwater streams and rivers,WATER SUPPLY,3,Not Assessed,Egegik River,29.9379850404,miles
AK_R_8030606_001,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",2,Fully Supporting,Chena River,56.4342207443,miles
AK_R_8030606_001,Freshwater,WATER RECREATION,2,Fully Supporting,Chena River,56.4342207443,miles
AK_R_8030606_001,Freshwater,WATER SUPPLY,2,Fully Supporting,Chena River,56.4342207443,miles
AK_R_8030606_001,Freshwater,WATER SUPPLY,5,Not Supporting,Chena River,56.4342207443,miles
AK_R_8030606_001,Freshwater streams and rivers,WATER SUPPLY,5,Not Supporting,Chena River,56.4342207443,miles
AK_R_8030609_003,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",2,Fully Supporting,Chena River,43.0476382911,miles
AK_R_8030609_003,Freshwater,WATER RECREATION,2,Fully Supporting,Chena River,43.0476382911,miles
AK_R_8030609_003,Freshwater,WATER SUPPLY,2,Fully Supporting,Chena River,43.0476382911,miles
AK_R_8030609_003,Freshwater,WATER SUPPLY,5,Not Supporting,Chena River,43.0476382911,miles
AK_R_8030609_003,Freshwater streams and rivers,WATER SUPPLY,5,Not Supporting,Chena River,43.0476382911,miles
AK_R_8030609_004_001,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",5,Not Supporting,Chena Slough,13.2966135801,miles
AK_R_8030609_004_001,Freshwater,WATER RECREATION,5,Not Supporting,Chena Slough,13.2966135801,miles
AK_R_8030609_004_001,Freshwater,WATER SUPPLY,5,Not Supporting,Chena Slough,13.2966135801,miles
AK_R_8030609_004_001,Freshwater streams and rivers,WATER SUPPLY,5,Not Supporting,Chena Slough,13.2966135801,miles
AK_R_8030710_005,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",3,Not Assessed,Piledriver Slough,18.1215159205,miles
AK_R_8030710_005,Freshwater,WATER RECREATION,3,Not Assessed,Piledriver Slough,18.1215159205,miles
AK_R_8030710_005,Freshwater,WATER SUPPLY,3,Not Assessed,Piledriver Slough,18.1215159205,miles
AK_R_8040102_012_002,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",5,Not Supporting,Ikhèenjik River,8.05337930683,miles
AK_R_8040102_012_002,Freshwater,WATER RECREATION,5,Not Supporting,Ikhèenjik River,8.05337930683,miles
AK_R_8040102_012_002,Freshwater,WATER SUPPLY,5,Not Supporting,Ikhèenjik River,8.05337930683,miles
AK_R_9010501_004,Freshwater,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",2,Fully Supporting,Koyukuk River,41.3333369253,miles
AK_R_9010501_004,Freshwater,WATER RECREATION,3,Not Assessed,Koyukuk River,41.3333369253,miles
AK_R_9010501_004,Freshwater,WATER SUPPLY,3,Not Assessed,Koyukuk River,41.3333369253,miles
AK_R_9010501_004,Freshwater streams and rivers,WATER SUPPLY,3,Not Assessed,Koyukuk River,41.3333369253,miles
