Waterbody Type,Constituent Group,Constituent,TADA.Constituent,Fraction,Use,Use Description,Type,Minimum Assessment Period,Minimum number of data points,Other Requirements,Listing methodology,Notes,Min_Assess_Period_Yrs,Min_Num_Pts
Freshwater,Toxics,Aldicarb Sulfone,ALDICARB SULFONE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Aldicarb Sulfoxide,ALDICARB SULFOXIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Aldrin,ALDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,Aldrin,ALDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,alpha-Endosulfan,.ALPHA-ENDOSULFAN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,alpha-Endosulfan,.ALPHA-ENDOSULFAN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,alpha-Endosulfan,.ALPHA-ENDOSULFAN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,alpha-Endosulfan,.ALPHA-ENDOSULFAN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,alpha-Endosulfan,.ALPHA-ENDOSULFAN,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,alpha-Endosulfan,.ALPHA-ENDOSULFAN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Anthracene,ANTHRACENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Anthracene,ANTHRACENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Asbestos,ASBESTOS,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Atrazine,ATRAZINE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Benzo(a)Pyrene,BENZO[A]PYRENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,beta-Endosulfan,BETA-ENDOSULFAN-D4,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,beta-Endosulfan,BETA-ENDOSULFAN-D4,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,beta-Endosulfan,BETA-ENDOSULFAN-D4,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,beta-Endosulfan,BETA-ENDOSULFAN-D4,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,beta-Endosulfan,BETA-ENDOSULFAN-D4,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,beta-Endosulfan,BETA-ENDOSULFAN-D4,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Bis(2-chloro-isoproply) Ether,BIS(2-CHLOROISOPROPYL) ETHER,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Bis(2-chloro-isoproply) Ether,BIS(2-CHLOROISOPROPYL) ETHER,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Bis-chloromethyl Ether,BIS(CHLOROMETHYL) ETHER,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Bis-chloromethyl Ether,BIS(CHLOROMETHYL) ETHER,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Bromate,BROMATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Butylbenzyl Phthalate,BUTYL BENZYL PHTHALATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Butylbenzyl Phthalate,BUTYL BENZYL PHTHALATE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Carbofuran,CARBOFURAN,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Carbon Tetrachloride,CARBON TETRACHLORIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Chlordane,CHLORDANE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Chlordane,CHLORDANE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,Chlordane,CHLORDANE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Chlordane,CHLORDANE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,Chlordane,CHLORDANE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Chlorite,CHLORITE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Chloro-napthalene, 2-",2-CHLORONAPHTHALENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Chloro-napthalene, 2-",2-CHLORONAPHTHALENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Chlorophenol, 2-",CHLOROPHENOL,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Chlorophenol, 2-",CHLOROPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Chloropyrifos,CHLORPYRIFOS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,Chloropyrifos,CHLORPYRIFOS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Chloropyrifos,CHLORPYRIFOS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,Chloropyrifos,CHLORPYRIFOS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Dalapon,DALAPON,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"DDT, 4,4'-","P,P'-DDT",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,"DDT, 4,4'-","P,P'-DDT",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,"DDT, 4,4'-","P,P'-DDT",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,"DDT, 4,4'-","P,P'-DDT",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Demeton,DEMETON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Demeton,DEMETON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Diazinon,DIAZINON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,Diazinon,DIAZINON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Diazinon,DIAZINON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,Diazinon,DIAZINON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Dibromo-chloropropane,DIBROMOCHLOROPROPANE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichlorobenzene 1,2-","1,2-DICHLOROBENZENE-D4",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichlorobenzene 1,2-","1,2-DICHLOROBENZENE-D4",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichlorobenzene 1,2-","1,2-DICHLOROBENZENE-D4",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichlorobenzene 1,3-","1,3-DICHLOROBENZENE",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichlorobenzene 1,3-","1,3-DICHLOROBENZENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichlorobenzene 1,4-","1,4-DICHLOROBENZENE-D4",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichlorobenzene 1,4-","1,4-DICHLOROBENZENE-D4",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichlorobenzene 1,4-","1,4-DICHLOROBENZENE-D4",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichloroethane 1,2-","1,2-DICHLOROETHANE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichloroethylene 1,1-","1,1-DICHLOROETHYLENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichloroethylene cis-1,2-","CIS-1,2-DICHLOROETHYLENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichloroethylene trans-1,2-","TRANS-1,2-DICHLOROETHYLENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichloroethylene trans-1,2-","TRANS-1,2-DICHLOROETHYLENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichloroethylene trans-1,2-","TRANS-1,2-DICHLOROETHYLENE",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichlorophenol 2, 4-","2,4-DICHLOROPHENOL",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichlorophenol 2, 4-","2,4-DICHLOROPHENOL",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichlorophenoxy 2, 4-Acetic Acid (2,4-D)","2,4-D",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichloropropane 1, 2-","1,2-DICHLOROPROPANE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Dieldrin,DIELDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,Dieldrin,DIELDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Dieldrin,DIELDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,Dieldrin,DIELDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Di(2-ethylhexyl Adipate,"2,4-DICHLOROPHENOL",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Di(2-ethylhexyl) Phthalate,DI(2-ETHYLHEXYL) PHTHALATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Diethyl Phthalate,DIETHYL PHTHALATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Diethyl Phthalate,DIETHYL PHTHALATE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dimethylphenol 2, 4-","2,4-DIMETHYLPHENOL",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dimethylphenol 2, 4-","2,4-DIMETHYLPHENOL",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Dimethyl Phthalate,DIMETHYL PHTHALATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Dimethyl Phthalate,DIMETHYL PHTHALATE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Di-n-butyl Phthalate,DIBUTYL PHTHALATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Di-n-butyl Phthalate,DIBUTYL PHTHALATE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dinitrophenol 2, 4-","2,4-DINITROPHENOL",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dinitrophenol 2, 4-","2,4-DINITROPHENOL",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Dinoseb,DINOSEB,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Dioxin,"2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Diquat,DIQUAT,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Endosulfan Sulfate,ENDOSULFAN SULFATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Endosulfan Sulfate,ENDOSULFAN SULFATE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Endothall,ENDOTHALL,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Endrin,ENDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,Endrin,ENDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Endrin,ENDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,Endrin,ENDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Endrin,ENDRIN,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Endrin,ENDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Endrin Aldehyde,ENDRIN ALDEHYDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Endrin Aldehyde,ENDRIN ALDEHYDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Ethylene Dibromide,ETHYLENE DIBROMIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Fluoranthene,FLUORANTHENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Fluoranthene,FLUORANTHENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Fluorene,FLUORENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Fluorene,FLUORENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Glyphosate,GLYPHOSATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Gross alpha,#N/A,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Gross beta,#N/A,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Guthion,AZINPHOS-METHYL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Guthion,AZINPHOS-METHYL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Halocetic Acids (HAA5)(five),HALOACETIC ACIDS,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Heptachlor,HEPTACHLOR,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
